title,description,company,location,area,date,image
Personnel officer,"Molestiae dicta est quae. Quia nulla sit nulla minima dolor sunt. Cupiditate dicta dolor saepe ex laborum praesentium.
Nemo enim deserunt eaque. Nulla distinctio a voluptates sunt itaque. Non tempore quae odit illum excepturi.",Corporación Innovadora,Bucaramanga,Consultoría,2024-08-12,vacante/images/default.jpeg
Writer,"Sit vero dicta autem. Magnam earum magnam quidem. Dicta ipsam quod sapiente eius similique suscipit.
Facilis officia porro incidunt maiores libero rerum earum. Totam illo eaque quia quia quas. Ipsa esse adipisci a molestias illo aspernatur.",Fábrica de Software Internacional,Barranquilla,Consultoría,2020-08-27,vacante/images/default.jpeg
Probation officer,"Quos saepe esse quam repellat.
Adipisci architecto totam optio laborum voluptatibus corrupti. Itaque aut nulla eius quidem vitae beatae sunt.",Fábrica de Software Internacional,Santa Marta,Ventas,2024-09-11,vacante/images/default.jpeg
"Buyer, retail","Facere cumque suscipit odio. Doloribus animi quidem magnam aperiam ea ab. Ullam tempora nisi cum.
Voluptatibus repellendus vel. Reiciendis optio magnam in. Vero possimus labore.",Estrategias de Marketing Digital,Barranquilla,Diseño,2024-07-29,vacante/images/default.jpeg
Best boy,Recusandae perspiciatis distinctio excepturi similique quasi. Quos repellendus vero aliquam. Eligendi veritatis assumenda optio fugiat expedita praesentium.,Servicios de Infraestructura TIC,Cartagena,Consultoría,2025-02-10,vacante/images/default.jpeg
"Optician, dispensing","Rem at minima cupiditate quod quas eum. A esse dolores fugiat commodi. Quis non sapiente ea.
Maiores reiciendis sint ut amet blanditiis animi. Quae iusto dicta officia tenetur et fugit. Id odit eaque corporis ut perferendis.",Servicios de Infraestructura TIC,Pereira,Investigación,2024-12-15,vacante/images/default.jpeg
"Lecturer, higher education","Ea nobis asperiores aut nemo. Dolorum totam ab ipsa blanditiis.
Natus eligendi veniam numquam nisi excepturi. Nam ipsum quae ipsum assumenda suscipit numquam.
Similique illum repellat repellat iure expedita consequuntur. Excepturi unde ipsa iure.",Corporación Innovadora,Bogotá,Marketing,2023-12-31,vacante/images/default.jpeg
Research scientist (maths),Aut odit est sint quisquam aperiam ut. Nemo eligendi explicabo porro. Sapiente dignissimos rerum non eum voluptas.,Consultores Globales,Cúcuta,Desarrollo,2020-06-07,vacante/images/default.jpeg
Exercise physiologist,"Reprehenderit totam neque. Ad id labore iusto. Facilis omnis id aspernatur.
Quibusdam eos neque perspiciatis consequuntur. Consequuntur odio natus sed nihil temporibus. Est sint at. Asperiores quis possimus velit atque.",Estrategias de Marketing Digital,Santa Marta,Administración,2021-05-24,vacante/images/default.jpeg
"Scientist, water quality","Veritatis porro a tempore consequuntur excepturi odio. Iste error ex necessitatibus aliquid sunt doloremque esse.
In incidunt veniam nisi asperiores sit doloribus. Rem ipsa nam magnam voluptas. Voluptates beatae dolor fuga placeat tenetur.",Fábrica de Software Internacional,Pasto,Recursos Humanos,2023-06-25,vacante/images/default.jpeg
"Editor, magazine features","Iusto itaque repudiandae accusamus minus architecto iure. Quae commodi tenetur ut repellendus eaque.
Saepe natus necessitatibus quam sint illum expedita minus. Labore praesentium deleniti itaque vitae minima optio.",Estrategias de Marketing Digital,Bucaramanga,Ventas,2023-04-06,vacante/images/default.jpeg
"Physicist, medical","Accusamus mollitia a vitae reprehenderit laborum. Fugiat impedit suscipit culpa.
Quibusdam aut eligendi libero nemo id vel. Rem officiis assumenda est voluptas optio illum vitae. Numquam quam magni nihil sit at.",Corporación Innovadora,Medellín,Ventas,2020-10-21,vacante/images/default.jpeg
Risk manager,"Sunt minima adipisci voluptatibus facere quaerat inventore. Fuga delectus quasi occaecati sint unde quisquam.
Vitae similique error id numquam ex alias. Fugit tenetur expedita magni at. Tempora aperiam culpa doloribus iusto alias.",Corporación Innovadora,Manizales,Consultoría,2023-09-13,vacante/images/default.jpeg
"Psychologist, educational","Exercitationem asperiores ipsum officia consequatur. Neque maxime necessitatibus sint voluptatem quidem expedita. Nisi optio tempora libero sapiente officia.
Quos nostrum accusantium.
Nulla ullam cum aspernatur impedit iure.",Proyectos Empresariales,Medellín,Administración,2022-04-04,vacante/images/default.jpeg
Media planner,"Eius labore blanditiis recusandae. Omnis ducimus harum adipisci.
Odit aspernatur quidem est esse occaecati quis non. Neque cumque dolorem cupiditate saepe ratione dolorum. Cum velit ratione omnis.",Grupo Empresarial Latinoamericano,Armenia,Contabilidad,2021-09-17,vacante/images/default.jpeg
Water quality scientist,"Earum nostrum fugiat omnis sint ut.
A eaque inventore facilis. At reprehenderit ea sequi.
Repellat ullam qui rem molestiae ad commodi. Omnis neque eos quo. Labore et fugiat doloremque tenetur alias dolores nisi.",Proyectos Empresariales,Ibagué,Soporte Técnico,2022-02-07,vacante/images/default.jpeg
Press photographer,"Alias modi suscipit natus. Doloremque accusamus facilis animi facere sapiente iure.
Nulla sequi optio a. Autem in nostrum quae consequuntur.",Estrategias de Marketing Digital,Neiva,Contabilidad,2020-10-19,vacante/images/default.jpeg
Secondary school teacher,Voluptatem ducimus asperiores laborum alias quaerat. Repellat quibusdam omnis eligendi. Veritatis corporis harum ab hic. Hic sit velit officia occaecati beatae corporis inventore.,Grupo Empresarial Latinoamericano,Bucaramanga,Ventas,2020-03-15,vacante/images/default.jpeg
Estate manager/land agent,"Impedit nostrum error excepturi. Omnis iure qui voluptatibus. Cupiditate blanditiis ab.
Similique earum laboriosam labore. Eaque commodi soluta nobis ex fugit. Id illo doloremque.",Compañía Nacional de Tecnología,Cali,Soporte Técnico,2021-08-09,vacante/images/default.jpeg
"Nurse, mental health","Minus quas velit dolorem odio. Nostrum incidunt dolor totam ab.
Dolor provident sunt voluptate suscipit illo. Deleniti aliquam veniam consequuntur aliquam odit.",Compañía Nacional de Tecnología,Ibagué,Administración,2021-04-09,vacante/images/default.jpeg
"Producer, radio","Provident ducimus culpa voluptate quas amet illum. Nemo explicabo aut. Ducimus sequi porro odit aliquid accusamus.
Unde rem facilis quo. Odio dolores asperiores nisi.",Grupo Empresarial Latinoamericano,Neiva,Soporte Técnico,2025-02-16,vacante/images/default.jpeg
Tour manager,"Incidunt facilis expedita numquam incidunt nam occaecati.
Eos fugiat sapiente perspiciatis cupiditate necessitatibus. Id repudiandae aut ex. Veritatis incidunt consectetur.",Consultores Globales,Cali,Diseño,2023-10-05,vacante/images/default.jpeg
Interior and spatial designer,Molestias iusto porro eveniet rerum praesentium. Veniam consequuntur tempore atque corrupti molestiae eveniet. Ad totam dolores harum corrupti eaque reprehenderit et.,Sistemas Digitales S.A.,Pereira,Desarrollo,2021-12-21,vacante/images/default.jpeg
Government social research officer,"Iusto voluptas alias tenetur enim repellat tempore quae. Delectus deserunt sint exercitationem quisquam aspernatur.
Facilis voluptates dignissimos quo enim eos eius. Tempore consequatur explicabo id nostrum nulla consequatur qui.",Soluciones Financieras Ltda.,Pasto,Desarrollo,2025-02-17,vacante/images/default.jpeg
"Designer, interior/spatial","Inventore hic labore tenetur fuga modi molestias. Iste natus ipsa eaque fugit cupiditate sit. Quos in quasi voluptatem occaecati dolorem.
Maxime commodi doloribus totam ipsa placeat dignissimos.",Sistemas Digitales S.A.,Pasto,Desarrollo,2023-10-03,vacante/images/default.jpeg
Purchasing manager,Sint totam odio molestias ducimus commodi qui. Quidem corporis dicta dolor repellat assumenda.,Fábrica de Software Internacional,Ibagué,Soporte Técnico,2022-09-03,vacante/images/default.jpeg
Editorial assistant,"Sed animi ducimus consequatur vel perferendis. Nemo sit accusantium omnis cupiditate labore. Error porro harum incidunt aut.
Veniam earum suscipit eveniet. Neque voluptate quaerat. Eos expedita cum nam deserunt occaecati.",Compañía Nacional de Tecnología,Villavicencio,Recursos Humanos,2023-11-10,vacante/images/default.jpeg
"Production designer, theatre/television/film","Dignissimos delectus molestiae aspernatur nam modi earum. Similique temporibus adipisci non necessitatibus doloribus quas.
Culpa voluptas ex corporis velit. Sit tenetur aliquam consequatur.",Compañía Nacional de Tecnología,Barranquilla,Investigación,2020-05-27,vacante/images/default.jpeg
"Programmer, systems","Molestias recusandae officia laboriosam repellendus atque totam quaerat. Labore vitae omnis excepturi.
Corrupti hic rem distinctio ullam corrupti. Sint aspernatur accusamus qui voluptates.",Soluciones Financieras Ltda.,Cartagena,Contabilidad,2024-01-25,vacante/images/default.jpeg
Scientific laboratory technician,"Dignissimos possimus eius suscipit. Doloremque iusto optio amet beatae. Sequi fugiat numquam.
Tempora corrupti amet commodi reprehenderit veritatis consequuntur. Sint quae et minima eveniet rerum.",Servicios de Infraestructura TIC,Bucaramanga,Soporte Técnico,2023-05-11,vacante/images/default.jpeg
Risk analyst,"Ipsum similique cum. Reiciendis quis cum architecto tempore vero.
Voluptatem quo hic. Sequi eligendi maxime nihil.
Illo hic aspernatur atque amet rem dicta dolorum.
Possimus earum dolore quos velit. Corrupti in minus vel ducimus id.",Fábrica de Software Internacional,Neiva,Contabilidad,2020-05-20,vacante/images/default.jpeg
Lobbyist,"Animi blanditiis veniam exercitationem eaque aperiam porro. Culpa rem quis consectetur quasi rem. Enim sed quaerat labore.
Repellat vitae ab aliquid in eos laborum. Minus iste tenetur animi. Quia eveniet dolor eligendi illum harum.",Sistemas Digitales S.A.,Bogotá,Administración,2021-06-24,vacante/images/default.jpeg
Publishing rights manager,"Delectus aut maiores tempore aspernatur. Fugiat fuga aliquid ad porro.
Unde impedit sint magnam optio. Blanditiis tempora iusto tempore reiciendis sequi.
Eligendi explicabo cum nemo vel. Iusto libero vitae odit aspernatur temporibus minus.",Servicios de Infraestructura TIC,Barranquilla,Marketing,2023-11-20,vacante/images/default.jpeg
Marketing executive,Omnis repudiandae eos necessitatibus ipsa iste error. Nesciunt velit rerum quasi porro minima adipisci. Quidem maxime modi laborum. Perferendis maiores distinctio voluptatibus.,Proyectos Empresariales,Armenia,Desarrollo,2023-12-10,vacante/images/default.jpeg
"Education officer, museum","Fugit eius recusandae. Incidunt nesciunt sint tenetur voluptates. Modi cum ab ipsa quo vitae illum.
Hic fugit maiores. Asperiores labore maiores officiis temporibus. In omnis quia harum sint nemo quia. Odit consequatur minima aperiam.",Corporación Innovadora,Bogotá,Administración,2024-10-27,vacante/images/default.jpeg
"Psychologist, forensic","Aliquid cumque maiores temporibus dicta. Repellendus numquam libero delectus asperiores maxime totam. Vitae occaecati velit et.
Quas voluptatibus consequuntur facilis hic eum a. Eum laboriosam ducimus ratione. Esse nihil quo saepe minima.",Consultores Globales,Neiva,Investigación,2022-10-01,vacante/images/default.jpeg
"Teacher, early years/pre",Ipsam doloremque quasi culpa voluptatem iusto. Non maxime quas quaerat blanditiis. Dolorum vel libero maxime autem necessitatibus.,Sistemas Digitales S.A.,Bucaramanga,Ventas,2024-11-08,vacante/images/default.jpeg
"Biochemist, clinical","Magnam possimus odio.
Minus reiciendis consequatur quaerat ullam inventore debitis. Molestias ex ad nulla est. Impedit voluptate mollitia autem sequi est.",Compañía Nacional de Tecnología,Manizales,Marketing,2024-04-07,vacante/images/default.jpeg
Chief Strategy Officer,Nulla veritatis quos culpa voluptatum ipsum nam. Alias est optio est quas. Voluptas voluptates reiciendis a dicta. Atque illum aliquam.,Compañía Nacional de Tecnología,Ibagué,Ventas,2020-01-09,vacante/images/default.jpeg
"Restaurant manager, fast food","Nemo aut at adipisci molestiae nulla. Harum laboriosam molestiae voluptas.
Recusandae dolorum sed aspernatur perspiciatis cupiditate dicta. Rem perferendis id omnis et magni. Sint veritatis ipsam explicabo neque tenetur laudantium.",Sistemas Digitales S.A.,Ibagué,Consultoría,2021-06-25,vacante/images/default.jpeg
Firefighter,Reprehenderit molestiae facere. Aperiam laudantium hic aliquid similique consequatur. Quas provident eligendi commodi accusantium itaque.,Compañía Nacional de Tecnología,Neiva,Administración,2020-11-22,vacante/images/default.jpeg
Insurance broker,Fugiat corrupti saepe veniam necessitatibus voluptate rerum. Porro et unde porro nisi quaerat. Fuga vero officia ipsum.,Grupo Empresarial Latinoamericano,Santa Marta,Diseño,2023-12-24,vacante/images/default.jpeg
Control and instrumentation engineer,"Neque deserunt assumenda. Laborum labore unde a. Saepe numquam occaecati ea earum.
Minima sed consequuntur odit dolores laudantium. Odit laborum pariatur eligendi.
Maxime occaecati optio occaecati magni. Neque aut cumque modi natus ducimus.",Compañía Nacional de Tecnología,Santa Marta,Soporte Técnico,2024-05-01,vacante/images/default.jpeg
Sport and exercise psychologist,"Quaerat numquam commodi laborum. Similique unde laboriosam ut. Nisi quam at cum omnis vero.
Quisquam id commodi maiores totam odio minima minus. At dolor sit nemo a. Omnis recusandae qui ut iusto deleniti.",Sistemas Digitales S.A.,Santa Marta,Diseño,2022-09-05,vacante/images/default.jpeg
"Pharmacist, hospital","Iure libero itaque iure iste. At corrupti vel consectetur voluptate.
Dolore optio esse eaque beatae. Numquam tempora perspiciatis ratione magni similique natus.",Corporación Innovadora,Barranquilla,Investigación,2022-09-15,vacante/images/default.jpeg
Learning disability nurse,"Sapiente perspiciatis nam consectetur enim minus atque. Quasi aut fuga minus provident. Inventore neque blanditiis deserunt officia.
Assumenda sint blanditiis facilis laboriosam saepe. Saepe laboriosam minima iusto eius voluptates.",Corporación Innovadora,Armenia,Administración,2021-09-22,vacante/images/default.jpeg
Information officer,"Beatae laudantium accusamus et. Exercitationem quis asperiores sit ipsa ratione. Porro quia deserunt eveniet.
Quae quasi tempora dolore. Repellat ab minus impedit suscipit modi.",Fábrica de Software Internacional,Bucaramanga,Consultoría,2022-08-24,vacante/images/default.jpeg
Building services engineer,"Ad molestiae minus quasi. Quasi molestiae maiores vitae non atque. Asperiores sint ipsa provident nam ut.
Nobis laboriosam ratione ipsam repellat ducimus pariatur. Dolores dolore fugiat voluptatum sunt natus.",Grupo Empresarial Latinoamericano,Bogotá,Soporte Técnico,2021-11-09,vacante/images/default.jpeg
"Biochemist, clinical","Repellat ipsam dolorem maxime. Fugiat labore amet.
Ab magnam accusantium occaecati. Dolorem dolor vitae natus.",Soluciones Financieras Ltda.,Cúcuta,Administración,2022-03-02,vacante/images/default.jpeg
Quarry manager,"Itaque delectus amet tempora. Neque itaque numquam animi qui corrupti facere.
Necessitatibus sequi quia. Molestiae adipisci eos laboriosam aut. Nobis magnam aut.",Proyectos Empresariales,Manizales,Contabilidad,2023-11-09,vacante/images/default.jpeg
Herbalist,"Magni officiis cum commodi.
Ipsum cumque nihil iure. Enim repellat nostrum.
Maxime perferendis reiciendis dolorem distinctio. Dignissimos quae vero quos earum tempore.",Grupo Empresarial Latinoamericano,Cartagena,Soporte Técnico,2022-07-07,vacante/images/default.jpeg
